neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Washington Heights,40.83265,-73.94012,Entire home/apt,1,57,4.25,6,154,120
Queens,Glendale,40.6934,-73.8951,Entire home/apt,2,12,1.31,1,361,160
Manhattan,Harlem,40.81199,-73.95116,Private room,1,132,1.56,2,335,79
Brooklyn,Kensington,40.647220000000004,-73.9736,Entire home/apt,14,0,0.0,1,21,111
Brooklyn,Flatbush,40.6406,-73.96195,Entire home/apt,4,26,0.39,1,81,70
Brooklyn,Red Hook,40.67787,-74.00764000000001,Entire home/apt,10,2,0.1,1,0,150
Manhattan,Hell's Kitchen,40.75611,-73.9937,Entire home/apt,1,41,4.73,3,30,180
Brooklyn,Prospect-Lefferts Gardens,40.6613,-73.94457,Entire home/apt,4,0,0.0,1,0,250
Manhattan,Hell's Kitchen,40.76393,-73.99124,Private room,3,5,0.12,1,0,99
Manhattan,Harlem,40.824909999999996,-73.94774,Entire home/apt,31,0,0.0,4,77,149
Manhattan,Lower East Side,40.7127,-73.98857,Private room,3,3,0.21,2,166,78
Brooklyn,Prospect Heights,40.67768,-73.97114,Entire home/apt,10,11,0.25,1,0,175
Manhattan,East Village,40.72383,-73.9829,Private room,3,90,1.25,2,173,120
Queens,Maspeth,40.72815,-73.89945,Private room,1,0,0.0,1,0,70
Manhattan,Harlem,40.821670000000005,-73.95006,Entire home/apt,5,2,0.11,3,88,210
Manhattan,Lower East Side,40.718959999999996,-73.986,Entire home/apt,2,3,0.31,1,8,375
Brooklyn,Prospect-Lefferts Gardens,40.66153,-73.96185,Entire home/apt,4,1,0.04,1,0,50
Brooklyn,Clinton Hill,40.6941,-73.96295,Private room,3,0,0.0,2,25,70
Brooklyn,Williamsburg,40.70857,-73.95258000000001,Entire home/apt,6,3,0.98,1,25,110
Brooklyn,Midwood,40.61326,-73.94742,Private room,1,8,3.0,1,179,100
Brooklyn,Clinton Hill,40.6913,-73.96099,Private room,2,3,0.12,2,0,50
Brooklyn,Bushwick,40.6985,-73.93384,Shared room,2,13,0.65,2,365,42
Queens,Astoria,40.76972,-73.92662,Private room,1,19,0.85,2,250,60
Brooklyn,Williamsburg,40.7132,-73.94164,Private room,2,75,6.2,2,15,69
Brooklyn,Crown Heights,40.66912,-73.94337,Entire home/apt,1,72,3.02,1,140,114
Manhattan,Upper East Side,40.761720000000004,-73.96538000000001,Entire home/apt,3,24,0.65,1,3,179
Manhattan,East Harlem,40.80751,-73.94097,Entire home/apt,3,162,2.84,1,208,200
Manhattan,West Village,40.7326,-74.00824,Entire home/apt,3,46,1.51,1,0,180
Brooklyn,Park Slope,40.66873,-73.97916,Private room,30,0,0.0,43,361,54
Queens,Long Island City,40.742259999999995,-73.94999,Entire home/apt,2,87,2.3,1,17,151
Manhattan,Greenwich Village,40.73679,-73.99592,Private room,1,4,1.52,2,359,425
Manhattan,Murray Hill,40.744040000000005,-73.97239,Entire home/apt,2,0,0.0,1,0,129
Manhattan,Harlem,40.82117,-73.94306,Entire home/apt,2,11,0.25,1,0,87
Brooklyn,Brighton Beach,40.5765,-73.9685,Entire home/apt,30,0,0.0,1,0,84
Manhattan,Harlem,40.80093,-73.95012,Entire home/apt,1,0,0.0,2,0,165
Queens,College Point,40.794270000000004,-73.84725999999999,Entire home/apt,7,13,0.73,1,0,120
Manhattan,Upper West Side,40.78629,-73.98062,Entire home/apt,7,0,0.0,1,0,350
Brooklyn,Prospect-Lefferts Gardens,40.6626,-73.96003,Entire home/apt,2,1,0.02,1,0,150
Manhattan,West Village,40.73618,-74.00201,Private room,1,0,0.0,1,0,109
Queens,Forest Hills,40.717459999999996,-73.85667,Private room,1,0,0.0,1,0,60
Manhattan,Financial District,40.70483,-74.01545,Entire home/apt,4,17,0.67,1,203,180
Queens,Long Island City,40.75246,-73.94003000000001,Shared room,1,0,0.0,1,0,38
Manhattan,Harlem,40.817029999999995,-73.93691,Entire home/apt,2,3,0.12,1,0,84
Manhattan,Upper East Side,40.77877,-73.94824,Private room,1,3,0.06,1,0,100
Brooklyn,Bedford-Stuyvesant,40.6937,-73.93104,Private room,7,41,0.58,1,68,72
Queens,South Ozone Park,40.6718,-73.79719,Private room,1,66,7.56,3,48,80
Brooklyn,Crown Heights,40.67658,-73.94683,Private room,4,4,0.11,2,0,42
Brooklyn,Williamsburg,40.71642,-73.96244,Entire home/apt,5,0,0.0,1,49,150
Brooklyn,Bedford-Stuyvesant,40.694,-73.94675,Private room,1,166,5.09,2,0,54
Brooklyn,Park Slope,40.6747,-73.98245,Private room,3,270,3.34,1,300,125
Queens,Woodside,40.74258,-73.89315,Private room,30,0,0.0,15,40,40
Manhattan,Midtown,40.76401,-73.98051,Private room,1,1,1.0,5,342,365
Brooklyn,Bushwick,40.69712,-73.93325,Entire home/apt,2,114,2.86,3,250,155
Manhattan,Midtown,40.752520000000004,-73.96667,Entire home/apt,28,1,0.19,49,257,714
Brooklyn,Sheepshead Bay,40.585679999999996,-73.93536,Private room,3,0,0.0,1,0,85
Brooklyn,Williamsburg,40.71264,-73.94889,Private room,1,71,5.37,2,51,88
Brooklyn,Park Slope,40.66753,-73.97747,Private room,1,0,0.0,1,0,300
Manhattan,Nolita,40.721540000000005,-73.99727,Entire home/apt,4,3,0.48,1,97,300
Queens,Long Island City,40.74613,-73.94141,Entire home/apt,2,5,3.33,1,103,150
Queens,Flushing,40.761990000000004,-73.79465,Entire home/apt,3,75,3.07,2,174,110
Brooklyn,Prospect Heights,40.67654,-73.97144,Private room,2,11,0.48,1,0,85
Brooklyn,Williamsburg,40.7167,-73.95272,Entire home/apt,2,2,0.04,1,0,210
Brooklyn,Bay Ridge,40.625690000000006,-74.02654,Private room,1,3,0.14,2,269,89
Manhattan,East Harlem,40.79746,-73.93513,Entire home/apt,3,3,0.16,1,0,161
Manhattan,Midtown,40.754979999999996,-73.96426,Entire home/apt,29,0,0.0,96,203,212
Brooklyn,Bushwick,40.70114,-73.91705,Private room,2,29,1.71,1,16,70
Brooklyn,East Flatbush,40.65405,-73.93656999999999,Private room,30,0,0.0,43,311,53
Manhattan,Hell's Kitchen,40.76334,-73.98909,Entire home/apt,30,9,0.4,91,105,117
Brooklyn,Bedford-Stuyvesant,40.683640000000004,-73.92307,Entire home/apt,3,1,1.0,1,0,125
Brooklyn,Clinton Hill,40.68332,-73.96271,Entire home/apt,6,35,0.76,1,31,145
Brooklyn,Bushwick,40.692859999999996,-73.92675,Private room,1,22,9.17,1,70,75
Brooklyn,South Slope,40.663709999999995,-73.9876,Entire home/apt,1,48,9.93,1,250,110
Brooklyn,Bushwick,40.70422,-73.91405,Entire home/apt,5,1,0.05,1,0,95
Manhattan,East Village,40.7233,-73.97882,Private room,1,4,0.61,1,0,79
Queens,East Elmhurst,40.7661,-73.87739,Private room,1,21,0.38,4,0,65
Brooklyn,Williamsburg,40.70978,-73.95143,Entire home/apt,3,5,0.13,2,0,220
Brooklyn,Bushwick,40.702740000000006,-73.92598000000001,Entire home/apt,2,16,1.89,1,55,100
Brooklyn,Williamsburg,40.717009999999995,-73.95685,Entire home/apt,5,14,0.41,1,0,250
Brooklyn,Bushwick,40.69014,-73.91908000000001,Private room,1,20,1.63,1,14,39
Brooklyn,Prospect Heights,40.67785,-73.96987,Private room,1,0,0.0,1,0,90
Queens,Cambria Heights,40.69,-73.73098,Private room,1,0,0.0,1,175,50
Manhattan,Harlem,40.81775,-73.94931,Private room,4,1,0.57,8,340,75
Brooklyn,Williamsburg,40.71907,-73.95434,Entire home/apt,2,6,0.32,1,0,170
Brooklyn,Flatbush,40.638659999999994,-73.96735,Entire home/apt,30,1,1.0,1,279,78
Manhattan,Chinatown,40.71387,-73.99414,Entire home/apt,1,1,0.25,5,364,175
Brooklyn,Fort Greene,40.688,-73.97008000000001,Entire home/apt,2,1,1.0,1,68,199
Manhattan,East Harlem,40.80701,-73.94041,Entire home/apt,2,0,0.0,6,173,500
Queens,Ditmars Steinway,40.78,-73.91672,Entire home/apt,4,17,0.44,1,0,99
Manhattan,Upper West Side,40.79595,-73.97485,Entire home/apt,3,2,0.74,1,0,380
Manhattan,Washington Heights,40.839009999999995,-73.93943,Private room,1,1,1.0,1,268,61
Brooklyn,Bushwick,40.682520000000004,-73.90651,Private room,3,2,0.09,2,165,60
Brooklyn,Williamsburg,40.707809999999995,-73.94375,Private room,5,2,0.22,1,0,50
Manhattan,Morningside Heights,40.80379,-73.96571,Private room,1,4,0.08,1,0,80
Bronx,Fieldston,40.88777,-73.9059,Private room,1,1,0.03,1,0,70
Queens,Elmhurst,40.73867,-73.87144,Entire home/apt,4,44,2.33,2,39,88
Brooklyn,Bedford-Stuyvesant,40.69218,-73.94678,Private room,3,2,0.06,1,0,49
Brooklyn,Crown Heights,40.67034,-73.92777,Entire home/apt,2,31,1.63,1,45,90
Brooklyn,Crown Heights,40.67248,-73.92962,Private room,5,2,1.54,7,308,70
Manhattan,Greenwich Village,40.73545,-73.9931,Entire home/apt,6,23,0.29,1,0,220
Manhattan,Harlem,40.82437,-73.95177,Entire home/apt,1,51,6.95,1,1,95
Queens,Flushing,40.75828,-73.82145,Private room,1,31,2.81,9,337,85
Brooklyn,Fort Greene,40.68992,-73.97528,Private room,4,4,0.45,3,291,120
Manhattan,Tribeca,40.71696,-74.00689,Entire home/apt,30,0,0.0,232,259,373
Brooklyn,Flatlands,40.62297,-73.93849,Private room,1,7,0.2,1,311,57
Manhattan,Nolita,40.72394,-73.99583,Entire home/apt,1,19,6.13,1,121,240
Manhattan,Hell's Kitchen,40.76464,-73.99006,Shared room,1,52,3.86,8,205,69
Manhattan,Upper East Side,40.77459,-73.9476,Private room,2,18,0.38,1,0,115
Manhattan,East Village,40.723240000000004,-73.98255,Entire home/apt,2,23,0.99,1,0,275
Manhattan,Kips Bay,40.74091,-73.98271,Entire home/apt,1,3,0.07,1,0,102
Brooklyn,Brooklyn Heights,40.7008,-73.99385,Entire home/apt,1,39,2.0,1,96,196
Brooklyn,Park Slope,40.67595,-73.98053,Entire home/apt,5,15,0.16,1,0,265
Manhattan,Hell's Kitchen,40.756,-73.99783000000001,Private room,1,20,3.28,8,53,209
Brooklyn,Bedford-Stuyvesant,40.681940000000004,-73.94068,Entire home/apt,1,59,0.84,4,165,100
Brooklyn,Bushwick,40.700720000000004,-73.91359,Private room,3,50,3.33,1,85,60
Manhattan,Washington Heights,40.83773,-73.94415,Private room,3,0,0.0,1,178,125
Manhattan,East Village,40.7246,-73.97877,Entire home/apt,2,88,2.69,1,76,149
Manhattan,Chelsea,40.74935,-73.99723,Entire home/apt,1,49,0.75,1,0,150
Brooklyn,Williamsburg,40.71492,-73.95935,Entire home/apt,4,240,2.19,1,214,195
Bronx,Fordham,40.8716,-73.89177,Entire home/apt,2,9,4.82,1,48,92
Brooklyn,Bedford-Stuyvesant,40.67922,-73.94937,Private room,4,39,1.46,1,338,60
Brooklyn,Bedford-Stuyvesant,40.6892,-73.9506,Private room,1,0,0.0,1,0,50
Brooklyn,Williamsburg,40.70827,-73.94133000000001,Private room,1,11,0.6,1,0,40
Brooklyn,Bushwick,40.69166,-73.90928000000001,Shared room,30,5,0.26,6,139,0
Brooklyn,Downtown Brooklyn,40.692009999999996,-73.98713000000001,Entire home/apt,3,20,0.96,2,35,275
Brooklyn,Sunset Park,40.660509999999995,-73.99081,Entire home/apt,2,3,0.4,1,0,400
Brooklyn,East Flatbush,40.64946,-73.92839000000001,Private room,2,24,1.79,2,361,65
Manhattan,Hell's Kitchen,40.766909999999996,-73.98545,Entire home/apt,7,1,0.05,1,7,150
Manhattan,Upper West Side,40.79744,-73.97098000000001,Private room,30,2,0.04,1,365,95
Brooklyn,Bushwick,40.68638,-73.90863,Entire home/apt,2,10,2.83,1,112,300
Manhattan,Lower East Side,40.71804,-73.98565,Entire home/apt,7,4,0.22,1,0,200
Bronx,Morrisania,40.82565,-73.91095,Shared room,1,0,0.0,4,179,77
Manhattan,East Village,40.72541,-73.98398,Entire home/apt,2,6,2.12,1,5,174
Brooklyn,Bedford-Stuyvesant,40.69299,-73.95675,Shared room,1,21,1.77,34,365,38
Manhattan,West Village,40.73113,-74.00831,Private room,6,0,0.0,1,0,295
Manhattan,Midtown,40.760940000000005,-73.97318,Entire home/apt,5,4,4.0,1,135,599
Brooklyn,South Slope,40.66282,-73.98714,Private room,7,10,0.28,4,36,99
Brooklyn,Crown Heights,40.67221,-73.94847,Entire home/apt,2,0,0.0,1,87,100
Brooklyn,Bedford-Stuyvesant,40.687459999999994,-73.95810999999999,Entire home/apt,5,0,0.0,1,0,245
Brooklyn,Bedford-Stuyvesant,40.68542,-73.91741,Entire home/apt,7,1,0.05,1,0,175
Manhattan,Lower East Side,40.71935,-73.98442,Private room,5,0,0.0,1,0,69
Manhattan,Midtown,40.76024,-73.97483000000001,Entire home/apt,1,0,0.0,6,365,1999
Manhattan,Upper East Side,40.76654,-73.95825,Private room,30,0,0.0,6,39,38
Brooklyn,Kensington,40.63501,-73.97298,Private room,1,1,0.03,1,0,80
Brooklyn,Prospect Heights,40.67665,-73.96985,Entire home/apt,7,1,0.06,1,0,96
Brooklyn,Crown Heights,40.66981,-73.95734,Private room,30,2,0.92,7,226,68
Manhattan,Upper West Side,40.7867,-73.96951,Entire home/apt,2,0,0.0,1,5,165
Queens,Jamaica,40.68619,-73.79229000000001,Entire home/apt,5,52,1.99,1,44,127
Manhattan,East Harlem,40.7888,-73.94844,Entire home/apt,4,229,3.67,2,52,240
Manhattan,Harlem,40.82098,-73.94214000000001,Private room,2,5,0.55,1,135,100
Bronx,Wakefield,40.88563,-73.85975,Private room,2,40,3.77,1,0,50
Queens,Laurelton,40.681290000000004,-73.74745,Entire home/apt,1,8,8.0,1,166,85
Brooklyn,Bushwick,40.70012,-73.93061999999999,Private room,3,19,0.31,1,238,69
Manhattan,Midtown,40.74643,-73.98729,Entire home/apt,1,8,0.57,17,239,163
Manhattan,Midtown,40.750890000000005,-73.9706,Private room,1,25,1.27,2,0,145
Brooklyn,Williamsburg,40.71487,-73.94524,Private room,5,1,0.23,1,33,49
Manhattan,Upper East Side,40.77711,-73.95059,Entire home/apt,6,1,0.16,1,39,219
Manhattan,Harlem,40.8224,-73.94241,Private room,2,14,1.4,4,238,70
Manhattan,Midtown,40.74205,-73.98382,Private room,2,0,0.0,1,0,140
Brooklyn,Bedford-Stuyvesant,40.680690000000006,-73.94264,Private room,1,2,1.02,1,199,125
Brooklyn,Williamsburg,40.705090000000006,-73.92988000000001,Private room,7,1,0.16,1,219,80
Brooklyn,Bedford-Stuyvesant,40.689640000000004,-73.9508,Private room,7,8,1.16,2,0,45
Queens,Sunnyside,40.74558,-73.92324,Private room,2,95,1.02,2,0,73
Manhattan,West Village,40.73291,-74.00916,Entire home/apt,4,2,0.15,1,66,200
Brooklyn,Williamsburg,40.712579999999996,-73.95555999999999,Entire home/apt,2,175,3.53,1,68,201
Brooklyn,Williamsburg,40.71376,-73.95293000000001,Private room,3,2,0.04,1,0,80
Manhattan,Chinatown,40.71678,-73.99492,Entire home/apt,4,3,2.73,1,57,400
Brooklyn,Bedford-Stuyvesant,40.68862,-73.95572,Private room,30,35,3.06,3,365,65
Brooklyn,Williamsburg,40.70516,-73.95455,Private room,14,76,0.76,6,343,120
Manhattan,Midtown,40.765229999999995,-73.98156999999999,Entire home/apt,5,7,2.66,1,207,549
Manhattan,West Village,40.7349,-74.00618,Entire home/apt,2,42,2.27,1,141,245
Bronx,Morrisania,40.82888,-73.9045,Private room,2,1,1.0,1,90,70
Brooklyn,Bushwick,40.701370000000004,-73.92442,Private room,2,10,2.36,1,14,70
Manhattan,East Village,40.7319,-73.98980999999999,Private room,3,1,1.0,1,209,150
Brooklyn,Prospect-Lefferts Gardens,40.66261,-73.9588,Private room,1,1,0.03,2,0,42
Brooklyn,Borough Park,40.6448,-73.99524,Entire home/apt,2,5,0.52,1,3,120
Brooklyn,Boerum Hill,40.6859,-73.98959,Entire home/apt,1,8,0.34,1,158,150
Brooklyn,Bushwick,40.693259999999995,-73.90431,Private room,2,22,2.48,8,362,50
Brooklyn,Williamsburg,40.71813,-73.9606,Entire home/apt,5,72,0.91,1,325,230
Brooklyn,Williamsburg,40.70843,-73.94479,Entire home/apt,3,2,0.14,1,0,102
Manhattan,Hell's Kitchen,40.75994,-73.99781,Entire home/apt,30,0,0.0,3,176,230
Brooklyn,Park Slope,40.67225,-73.97357,Entire home/apt,5,16,0.4,1,11,160
Brooklyn,Fort Greene,40.69497,-73.97209000000001,Private room,7,2,0.05,1,0,50
Manhattan,East Harlem,40.79938,-73.94698000000001,Private room,2,52,3.96,1,42,99
Queens,Sunnyside,40.74239,-73.92213000000001,Private room,2,12,0.16,1,332,65
Manhattan,East Village,40.72915,-73.98501,Entire home/apt,6,19,0.32,1,0,200
Brooklyn,Bedford-Stuyvesant,40.68291,-73.91975,Entire home/apt,2,8,0.68,1,84,150
Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,Private room,10,16,0.19,3,216,34
Manhattan,Upper West Side,40.79976,-73.96549,Entire home/apt,1,2,2.0,1,37,200
Brooklyn,South Slope,40.66509,-73.98325,Private room,31,0,0.0,2,119,100
Manhattan,Hell's Kitchen,40.76019,-73.99524,Private room,1,0,0.0,10,314,146
Manhattan,Upper West Side,40.80237,-73.96695,Entire home/apt,20,0,0.0,2,95,120
Manhattan,Chelsea,40.749,-74.00244,Entire home/apt,2,3,3.0,1,365,300
Queens,Ditmars Steinway,40.77377,-73.9048,Private room,15,0,0.0,3,0,50
Brooklyn,Clinton Hill,40.69137,-73.96723,Entire home/apt,1,1,0.03,11,365,8000
Queens,Woodside,40.74033,-73.89341999999999,Private room,30,1,0.18,103,269,33
Brooklyn,Flatlands,40.62536,-73.929,Private room,1,8,0.16,3,365,148
Brooklyn,Greenpoint,40.732040000000005,-73.95874,Entire home/apt,2,0,0.0,1,0,250
Brooklyn,Bedford-Stuyvesant,40.69171,-73.95418000000001,Private room,1,0,0.0,1,43,80
Manhattan,Harlem,40.8204,-73.93867,Private room,1,2,0.09,1,0,50
Queens,Flushing,40.7593,-73.82329,Entire home/apt,30,4,0.22,15,319,115
Manhattan,East Village,40.7318,-73.98998,Entire home/apt,30,0,0.0,49,363,230
Manhattan,Harlem,40.8269,-73.93634,Entire home/apt,4,65,2.3,1,48,100
Bronx,University Heights,40.861129999999996,-73.91511,Entire home/apt,5,1,0.08,1,11,100
Brooklyn,Canarsie,40.641259999999996,-73.90953,Private room,3,1,0.05,4,364,80
Manhattan,Hell's Kitchen,40.75547,-73.99501,Entire home/apt,5,0,0.0,1,0,170
Queens,Elmhurst,40.73534,-73.87767,Private room,29,3,0.87,5,2,35
Brooklyn,Clinton Hill,40.68632,-73.96292,Entire home/apt,2,5,0.66,1,11,450
Queens,Sunnyside,40.74759,-73.91445999999999,Private room,1,78,4.62,2,116,44
Manhattan,Morningside Heights,40.81638,-73.95936999999999,Private room,28,0,0.0,1,0,70
Brooklyn,Williamsburg,40.70755,-73.95116999999999,Private room,3,3,0.08,2,0,49
Manhattan,Upper East Side,40.76637,-73.95345,Entire home/apt,1,2,0.04,1,0,118
Staten Island,Tompkinsville,40.63163,-74.09297,Entire home/apt,2,110,2.97,1,248,85
Manhattan,East Village,40.72767,-73.98451999999999,Entire home/apt,1,2,0.04,1,0,250
Brooklyn,Clinton Hill,40.68533,-73.96808,Entire home/apt,2,20,0.24,1,4,149
Manhattan,Midtown,40.75614,-73.96706,Entire home/apt,5,30,1.4,1,0,225
Manhattan,Washington Heights,40.83432,-73.94457,Private room,3,3,0.19,1,0,48
Manhattan,East Village,40.73268,-73.98689,Entire home/apt,30,7,0.14,39,331,195
Brooklyn,Crown Heights,40.6758,-73.94145999999999,Entire home/apt,3,6,2.17,4,246,100
Manhattan,Murray Hill,40.746109999999994,-73.97399999999999,Private room,1,1,1.0,1,38,105
Brooklyn,Bushwick,40.701209999999996,-73.91883,Private room,5,21,0.36,1,56,47
Manhattan,Midtown,40.760659999999994,-73.96639,Entire home/apt,2,4,2.73,1,286,479
Brooklyn,Williamsburg,40.71091,-73.9656,Entire home/apt,30,0,0.0,1,365,499
Brooklyn,Williamsburg,40.7087,-73.9671,Private room,1,58,2.08,2,120,80
Brooklyn,Williamsburg,40.70771,-73.94344,Entire home/apt,3,13,0.22,1,0,200
Brooklyn,Sheepshead Bay,40.58615,-73.94784,Private room,1,13,0.38,1,332,59
Brooklyn,Bedford-Stuyvesant,40.67758,-73.90841,Private room,1,24,1.86,3,32,59
Brooklyn,Crown Heights,40.67497,-73.94973,Entire home/apt,1,0,0.0,1,63,97
Brooklyn,Park Slope,40.68012,-73.97847,Private room,2,23,0.24,6,342,120
Brooklyn,Crown Heights,40.671040000000005,-73.93859,Private room,3,0,0.0,1,0,65
Brooklyn,Gowanus,40.68396,-73.98914,Entire home/apt,30,14,0.21,1,1,450
Brooklyn,Bedford-Stuyvesant,40.687090000000005,-73.91989000000001,Private room,1,2,0.09,4,342,165
Manhattan,Washington Heights,40.85155,-73.92967,Private room,7,0,0.0,1,0,42
Brooklyn,Boerum Hill,40.68882,-73.98911,Entire home/apt,5,2,0.06,1,0,170
Brooklyn,Williamsburg,40.71047,-73.96795999999999,Entire home/apt,10,0,0.0,1,34,160
Brooklyn,Greenpoint,40.72306,-73.94785999999999,Entire home/apt,2,43,1.06,1,0,140
Brooklyn,Clinton Hill,40.69382,-73.96644,Private room,1,0,0.0,1,9,60
Manhattan,Two Bridges,40.711659999999995,-73.9972,Private room,1,1,0.03,1,0,80
Manhattan,East Village,40.731590000000004,-73.98447,Entire home/apt,3,5,0.19,1,0,133
Brooklyn,Brownsville,40.660340000000005,-73.91416,Private room,2,6,2.2,5,191,49
Manhattan,Washington Heights,40.84377,-73.94094,Private room,4,4,1.05,1,88,37
Brooklyn,Bedford-Stuyvesant,40.68411,-73.93875,Entire home/apt,4,42,0.49,1,245,80
Brooklyn,Flatbush,40.650209999999994,-73.96293,Private room,2,13,0.66,1,310,65
Bronx,Morris Park,40.85465,-73.85669,Private room,1,2,0.04,1,0,50
Manhattan,Midtown,40.76556,-73.98196999999999,Entire home/apt,30,1,0.05,121,189,199
Brooklyn,Park Slope,40.66737,-73.97822,Entire home/apt,2,2,0.05,1,0,200
Manhattan,Financial District,40.70711,-74.01044,Entire home/apt,2,4,2.5,327,242,470
Manhattan,West Village,40.733129999999996,-74.00336,Entire home/apt,1,1,0.02,1,0,250
Manhattan,Upper West Side,40.79213,-73.9704,Entire home/apt,10,0,0.0,1,53,89
Queens,Sunnyside,40.742020000000004,-73.92479,Entire home/apt,2,122,3.53,1,214,125
Brooklyn,Bushwick,40.69566,-73.91314,Entire home/apt,1,22,1.01,1,0,115
Brooklyn,Bedford-Stuyvesant,40.68088,-73.91181,Private room,1,83,5.48,3,24,59
Queens,Jackson Heights,40.75193,-73.89085,Private room,4,2,0.03,1,0,50
Brooklyn,Clinton Hill,40.689,-73.9613,Private room,3,0,0.0,1,0,90
Manhattan,Theater District,40.76275,-73.98429,Private room,1,0,0.0,15,201,100
Manhattan,Harlem,40.81728,-73.94583,Entire home/apt,4,72,1.1,1,11,95
Queens,Astoria,40.75869,-73.91439,Shared room,10,0,0.0,1,341,45
Manhattan,Battery Park City,40.704440000000005,-74.01711999999999,Entire home/apt,120,0,0.0,232,163,232
Queens,Far Rockaway,40.596959999999996,-73.75524,Private room,6,2,0.04,43,151,42
Brooklyn,Greenpoint,40.73386,-73.95873,Entire home/apt,2,0,0.0,1,0,200
Manhattan,West Village,40.73341,-74.00791,Entire home/apt,1,2,0.03,1,0,250
Manhattan,Midtown,40.75316,-73.99086,Private room,1,0,0.0,2,0,500
Manhattan,Hell's Kitchen,40.768809999999995,-73.98832,Entire home/apt,5,0,0.0,1,0,200
Queens,Rego Park,40.731429999999996,-73.85674,Shared room,3,8,0.71,1,161,65
Brooklyn,East Flatbush,40.63337,-73.94578,Private room,1,36,0.99,8,189,525
Manhattan,Harlem,40.79973,-73.95541,Entire home/apt,3,133,2.39,1,4,120
Manhattan,Upper West Side,40.8022,-73.96483,Private room,15,0,0.0,12,179,97
Manhattan,Harlem,40.81566,-73.94174,Private room,1,1,1.0,2,73,45
Manhattan,Harlem,40.80729,-73.94763,Private room,2,1,0.04,1,0,100
Brooklyn,Bushwick,40.68643,-73.91552,Private room,31,1,0.11,1,35,39
Brooklyn,Bedford-Stuyvesant,40.68127,-73.92685999999999,Entire home/apt,7,29,0.95,1,347,125
Brooklyn,Bushwick,40.703759999999996,-73.92104,Entire home/apt,18,22,0.9,2,249,170
Manhattan,Harlem,40.820040000000006,-73.94622,Private room,2,5,1.65,1,1,70
Manhattan,Harlem,40.80075,-73.95676,Private room,2,40,5.0,4,141,95
Manhattan,Upper East Side,40.77458,-73.95116,Entire home/apt,3,2,0.05,1,0,170
Brooklyn,Windsor Terrace,40.64999,-73.97306999999999,Entire home/apt,30,2,0.06,1,222,100
Manhattan,Hell's Kitchen,40.76553,-73.98709000000001,Entire home/apt,1,268,6.12,1,261,300
Brooklyn,Fort Greene,40.69413,-73.9723,Entire home/apt,2,94,2.85,2,361,999
Manhattan,Upper West Side,40.7744,-73.9874,Entire home/apt,30,21,1.26,25,318,275
Manhattan,Upper East Side,40.761179999999996,-73.96036,Entire home/apt,3,1,0.22,1,0,140
Manhattan,Hell's Kitchen,40.76696,-73.99139,Private room,1,0,0.0,1,0,90
Manhattan,Financial District,40.707770000000004,-74.00676,Entire home/apt,10,8,1.3,1,270,125
Brooklyn,Williamsburg,40.70476,-73.92942,Private room,3,15,0.65,2,2,65
Manhattan,East Harlem,40.7976,-73.93947,Private room,7,0,0.0,1,22,50
Brooklyn,Bedford-Stuyvesant,40.68362,-73.94646,Entire home/apt,7,1,0.03,1,0,50
Queens,Springfield Gardens,40.66158,-73.7705,Private room,1,341,17.82,3,25,50
Brooklyn,Bedford-Stuyvesant,40.68795,-73.95203000000001,Entire home/apt,1,6,0.16,1,0,120
Brooklyn,Bushwick,40.6933,-73.90823,Entire home/apt,15,5,0.06,1,311,82
Manhattan,Murray Hill,40.74467,-73.97188,Entire home/apt,29,1,0.63,327,345,160
Manhattan,East Village,40.7289,-73.98865,Private room,3,1,0.06,1,0,53
Brooklyn,East Flatbush,40.6386,-73.93654000000001,Private room,1,10,1.95,1,4,80
Brooklyn,East Flatbush,40.63759,-73.9459,Entire home/apt,3,51,0.58,4,327,115
Brooklyn,Williamsburg,40.70629,-73.92884000000001,Entire home/apt,2,3,0.06,1,0,100
Brooklyn,Bushwick,40.69324,-73.9094,Private room,29,0,0.0,1,340,37
Manhattan,Hell's Kitchen,40.761959999999995,-73.99803,Entire home/apt,30,1,0.04,121,365,239
Brooklyn,Bushwick,40.698809999999995,-73.93056999999999,Private room,1,2,0.04,1,188,80
Manhattan,Gramercy,40.73492,-73.98079,Entire home/apt,30,0,0.0,2,88,650
Brooklyn,Williamsburg,40.71582,-73.9573,Private room,9,0,0.0,1,310,75
Manhattan,Chelsea,40.74558,-74.00325,Entire home/apt,2,2,0.18,1,0,260
Queens,Jackson Heights,40.75526,-73.86468,Private room,1,114,2.45,3,328,75
Brooklyn,Sunset Park,40.64699,-74.01404000000001,Entire home/apt,2,54,2.59,1,90,120
Queens,Ridgewood,40.70709,-73.89421999999999,Entire home/apt,2,59,3.09,1,24,49
Brooklyn,Bedford-Stuyvesant,40.68457,-73.9262,Entire home/apt,2,5,0.13,2,0,120
Manhattan,Chelsea,40.739709999999995,-74.00220999999999,Private room,2,42,0.5,1,172,125
Manhattan,East Harlem,40.79022,-73.9471,Private room,30,0,0.0,1,262,100
Manhattan,East Village,40.72664,-73.98661,Entire home/apt,2,7,1.0,1,14,185
