neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,East Village,40.73017,-73.98668,Entire home/apt,1,4,1.46,2,120,130
Brooklyn,Williamsburg,40.70711,-73.94457,Private room,7,0,0.0,1,331,40
Manhattan,West Village,40.73319,-74.00225,Private room,1,2,0.05,1,0,65
Brooklyn,Bedford-Stuyvesant,40.68826,-73.93714,Entire home/apt,3,5,3.13,1,1,94
Manhattan,East Harlem,40.79495,-73.93335,Entire home/apt,24,0,0.0,2,36,89
Brooklyn,South Slope,40.666779999999996,-73.98822,Entire home/apt,2,2,1.15,1,14,175
Manhattan,Kips Bay,40.74487,-73.97608000000001,Entire home/apt,5,1,0.1,1,364,799
Manhattan,Chinatown,40.71515,-73.99099,Private room,4,16,5.0,2,166,89
Brooklyn,Park Slope,40.66941,-73.98109000000001,Entire home/apt,30,88,0.79,1,9,220
Queens,Astoria,40.763709999999996,-73.92049,Entire home/apt,4,2,0.04,1,0,100
Brooklyn,Williamsburg,40.70706,-73.95071,Entire home/apt,4,68,1.06,1,5,131
Manhattan,Financial District,40.70844,-74.00615,Entire home/apt,29,0,0.0,327,333,699
Manhattan,Harlem,40.82244,-73.95262,Private room,1,28,1.91,1,21,60
Manhattan,East Village,40.73178,-73.98841999999999,Entire home/apt,2,48,1.07,1,211,250
Brooklyn,Crown Heights,40.67041,-73.9463,Private room,1,1,0.58,1,364,239
Manhattan,Inwood,40.86541,-73.92106,Private room,5,0,0.0,1,0,75
Brooklyn,Williamsburg,40.70477,-73.93205999999999,Shared room,2,8,0.48,2,0,26
Queens,Maspeth,40.71301,-73.90716,Entire home/apt,3,8,0.61,2,350,149
Queens,Ditmars Steinway,40.7756,-73.90825,Private room,1,0,0.0,1,0,70
Queens,Long Island City,40.74752,-73.92264,Private room,1,7,0.32,1,0,60
Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,15,11,0.11,5,179,79
Manhattan,Chelsea,40.750370000000004,-73.99858,Entire home/apt,6,63,1.68,1,34,130
Brooklyn,Prospect Heights,40.68099,-73.97446,Entire home/apt,5,145,1.82,1,0,120
Brooklyn,Williamsburg,40.720209999999994,-73.95949,Entire home/apt,2,3,0.29,1,0,180
Manhattan,Upper East Side,40.77993,-73.94879,Private room,1,91,1.71,1,166,89
Brooklyn,Williamsburg,40.71608,-73.95966999999999,Private room,3,1,0.02,1,0,60
Brooklyn,Bedford-Stuyvesant,40.6953,-73.93567,Private room,2,1,0.04,1,0,50
Manhattan,Hell's Kitchen,40.759809999999995,-73.99011,Private room,1,79,6.99,12,241,105
Bronx,East Morrisania,40.83336,-73.88636,Private room,2,71,3.0,4,358,75
Manhattan,Hell's Kitchen,40.76194,-73.99122,Private room,2,1,0.15,1,0,83
Brooklyn,Bushwick,40.69283,-73.90481,Private room,29,0,0.0,3,66,55
Manhattan,Chelsea,40.741409999999995,-73.99996,Entire home/apt,1,1,0.02,1,0,175
Manhattan,Harlem,40.806490000000004,-73.95225,Private room,2,38,0.68,2,147,84
Queens,Woodside,40.744609999999994,-73.90648,Private room,30,0,0.0,103,238,48
Manhattan,Harlem,40.822109999999995,-73.93887,Entire home/apt,4,0,0.0,1,3,85
Brooklyn,Bedford-Stuyvesant,40.68381,-73.94346,Entire home/apt,3,41,1.2,1,30,250
Manhattan,East Harlem,40.800779999999996,-73.94335,Shared room,1,5,2.31,7,90,60
Manhattan,Upper West Side,40.7969,-73.96128,Private room,6,35,0.37,1,180,89
Brooklyn,Bushwick,40.6969,-73.93435,Private room,2,46,0.94,3,256,75
Brooklyn,Williamsburg,40.71375,-73.96311999999999,Private room,7,0,0.0,1,0,80
Manhattan,Morningside Heights,40.80514,-73.96349000000001,Private room,8,0,0.0,1,0,70
Brooklyn,Bedford-Stuyvesant,40.6899,-73.93559,Entire home/apt,2,27,1.79,2,364,450
Brooklyn,Crown Heights,40.66878,-73.93938,Entire home/apt,2,11,2.75,2,269,165
Manhattan,Upper East Side,40.77669,-73.94821999999999,Private room,3,5,0.24,1,0,100
Brooklyn,Bedford-Stuyvesant,40.69318,-73.95418000000001,Private room,1,24,1.3,1,354,50
Queens,Ozone Park,40.68464,-73.84245,Entire home/apt,4,4,0.39,2,145,130
Queens,Holliswood,40.71768,-73.77308000000001,Private room,3,0,0.0,1,363,125
Brooklyn,Williamsburg,40.7141,-73.96163,Shared room,1,0,0.0,3,0,35
Queens,Briarwood,40.70471,-73.81541999999999,Private room,1,3,0.15,18,319,135
Manhattan,West Village,40.72953,-74.00461999999999,Entire home/apt,7,11,0.12,1,0,145
Brooklyn,Bushwick,40.68412,-73.91045,Private room,1,4,0.13,1,0,43
Manhattan,Upper West Side,40.77904,-73.98899,Private room,1,24,0.46,3,341,90
Brooklyn,Bushwick,40.695009999999996,-73.92538,Private room,3,4,0.16,2,8,45
Manhattan,Upper East Side,40.77344,-73.94911,Private room,2,61,1.84,3,0,90
Manhattan,Hell's Kitchen,40.76106,-73.99733,Entire home/apt,1,5,3.49,1,311,250
Brooklyn,Bedford-Stuyvesant,40.68076,-73.93996,Entire home/apt,3,174,4.02,1,63,113
Manhattan,Washington Heights,40.85264,-73.92976,Entire home/apt,5,16,0.41,1,4,60
Brooklyn,Sheepshead Bay,40.58527,-73.93534,Entire home/apt,5,8,0.13,2,363,300
Queens,Jamaica,40.70262,-73.81526,Private room,1,1,0.05,18,365,135
Manhattan,Upper East Side,40.77097,-73.95245,Entire home/apt,6,0,0.0,1,82,149
Brooklyn,Williamsburg,40.70898,-73.95085999999999,Private room,3,1,0.05,1,0,90
Brooklyn,Crown Heights,40.673390000000005,-73.91415,Entire home/apt,3,31,4.63,1,224,149
Brooklyn,Flatbush,40.6531,-73.96330999999999,Entire home/apt,1,2,0.09,2,0,80
Brooklyn,Williamsburg,40.71949,-73.95827,Entire home/apt,3,1,0.16,1,0,200
Queens,Queens Village,40.70685,-73.73583,Private room,2,1,0.18,1,0,70
Brooklyn,Kensington,40.6412,-73.9786,Private room,2,8,0.11,1,312,75
Brooklyn,Bedford-Stuyvesant,40.6916,-73.95483,Entire home/apt,2,5,0.68,1,45,135
Manhattan,Two Bridges,40.71165,-73.9993,Entire home/apt,1,59,1.82,1,88,125
Manhattan,Harlem,40.80891,-73.94113,Private room,1,3,0.07,1,0,85
Brooklyn,Williamsburg,40.72207,-73.95697,Entire home/apt,4,10,0.29,1,6,150
Queens,Jackson Heights,40.75473,-73.8715,Private room,2,22,2.58,2,138,45
Manhattan,Upper East Side,40.776540000000004,-73.94904,Entire home/apt,1,141,3.54,1,262,165
Queens,Springfield Gardens,40.667840000000005,-73.75357,Entire home/apt,1,4,0.7,1,162,150
Queens,Astoria,40.756190000000004,-73.91881,Private room,1,0,0.0,1,0,66
Brooklyn,Williamsburg,40.72022,-73.96055,Private room,3,5,0.1,1,0,60
Brooklyn,Williamsburg,40.7077,-73.9435,Private room,7,0,0.0,1,0,65
Queens,Rego Park,40.72826,-73.87015,Shared room,1,11,0.55,4,0,21
Manhattan,West Village,40.735209999999995,-74.00528,Entire home/apt,2,4,2.4,1,22,180
Staten Island,Tompkinsville,40.63476,-74.0894,Private room,3,3,1.11,3,61,55
Brooklyn,Williamsburg,40.71013,-73.96517,Entire home/apt,5,6,0.21,1,0,175
Manhattan,Midtown,40.7534,-73.97283,Private room,5,0,0.0,1,6,300
Manhattan,East Harlem,40.79523,-73.94230999999999,Entire home/apt,3,24,1.94,1,337,200
Manhattan,Upper East Side,40.764959999999995,-73.95801,Private room,1,0,0.0,1,0,100
Manhattan,Harlem,40.80299,-73.95713,Entire home/apt,1,3,0.09,1,0,100
Brooklyn,Park Slope,40.67447,-73.97605,Entire home/apt,2,7,0.37,1,14,400
Brooklyn,Bushwick,40.6954,-73.92596,Private room,2,7,0.54,1,90,54
Manhattan,East Village,40.725,-73.98236,Entire home/apt,1,8,1.88,1,352,349
Brooklyn,Prospect Heights,40.67942,-73.97078,Private room,7,13,0.17,4,204,97
Queens,Rockaway Beach,40.5889,-73.81585,Entire home/apt,1,31,1.2,1,224,545
Brooklyn,Bushwick,40.686659999999996,-73.91466,Private room,2,27,1.55,10,359,67
Brooklyn,Bushwick,40.693290000000005,-73.91328,Shared room,30,3,0.16,5,344,15
Manhattan,Harlem,40.8125,-73.94151,Entire home/apt,3,35,1.36,2,40,85
Manhattan,East Village,40.72875,-73.98443,Private room,2,15,1.49,1,29,98
Brooklyn,Cobble Hill,40.69041,-73.99776999999999,Entire home/apt,1,2,2.0,1,39,599
Manhattan,Chelsea,40.743140000000004,-73.99898,Private room,1,2,0.1,1,0,95
Bronx,West Farms,40.839420000000004,-73.87518,Entire home/apt,2,4,0.63,1,310,165
Manhattan,Hell's Kitchen,40.76211,-73.99873000000001,Entire home/apt,3,2,1.0,2,39,295
Brooklyn,Flatlands,40.62655,-73.9407,Private room,2,1,0.31,4,96,49
Brooklyn,Gowanus,40.67872,-73.98286,Private room,1,171,3.82,8,236,119
Manhattan,East Village,40.72603,-73.98915,Entire home/apt,3,0,0.0,1,0,150
Manhattan,Upper East Side,40.78389,-73.95306,Entire home/apt,4,1,0.03,1,0,200
Manhattan,Midtown,40.749520000000004,-73.9713,Entire home/apt,5,11,0.91,1,0,157
Brooklyn,Bedford-Stuyvesant,40.68172,-73.95118000000001,Private room,2,8,0.23,2,0,85
Brooklyn,East New York,40.67293,-73.89548,Entire home/apt,30,68,2.01,2,247,135
Manhattan,Upper West Side,40.78484,-73.97861999999999,Private room,2,8,1.15,1,0,120
Brooklyn,Bedford-Stuyvesant,40.68325,-73.94975,Private room,1,117,1.61,15,236,45
Brooklyn,Bushwick,40.69791,-73.93615,Private room,14,1,0.02,1,0,40
Manhattan,NoHo,40.72842,-73.99289,Private room,7,10,0.93,1,317,80
Manhattan,Gramercy,40.73328,-73.9859,Private room,3,23,0.6,1,0,90
Brooklyn,Bushwick,40.696329999999996,-73.92143,Entire home/apt,3,18,0.53,1,0,150
Brooklyn,Bedford-Stuyvesant,40.68441,-73.9401,Entire home/apt,4,3,0.23,1,0,99
Brooklyn,Fort Greene,40.686370000000004,-73.97431,Shared room,2,8,1.95,5,32,25
Manhattan,Hell's Kitchen,40.76591,-73.99016,Entire home/apt,45,5,0.18,2,311,160
Manhattan,Harlem,40.828590000000005,-73.9497,Private room,1,0,0.0,1,0,25
Brooklyn,DUMBO,40.70207,-73.98571,Private room,3,14,0.13,1,189,250
Queens,East Elmhurst,40.769459999999995,-73.87138,Private room,1,24,7.13,5,168,55
Manhattan,Upper West Side,40.77859,-73.97964,Entire home/apt,1,0,0.0,1,0,750
Queens,Long Island City,40.748290000000004,-73.93253,Entire home/apt,2,1,0.03,1,0,100
Queens,Astoria,40.755829999999996,-73.91839,Entire home/apt,3,17,0.31,1,0,89
Brooklyn,Bedford-Stuyvesant,40.68772,-73.95484,Entire home/apt,3,72,1.31,1,291,180
Brooklyn,Bedford-Stuyvesant,40.67692,-73.91541,Private room,3,16,0.53,6,57,30
Manhattan,East Village,40.72198,-73.97678,Private room,1,1,1.0,1,1,97
Manhattan,Midtown,40.760490000000004,-73.97066,Entire home/apt,6,1,0.48,1,0,225
Bronx,Schuylerville,40.83729,-73.83323,Private room,1,2,0.19,5,330,69
Brooklyn,Flatbush,40.65193,-73.96401,Private room,5,1,0.1,3,0,85
Manhattan,SoHo,40.72705,-74.00314,Private room,2,53,1.42,2,38,190
Brooklyn,Crown Heights,40.67228,-73.93569000000001,Private room,1,1,0.03,1,0,65
Manhattan,West Village,40.73944,-74.00563000000001,Entire home/apt,1,16,3.72,2,113,453
Brooklyn,Fort Greene,40.692859999999996,-73.96993,Entire home/apt,4,45,1.01,1,190,100
Manhattan,Harlem,40.826159999999994,-73.94023,Entire home/apt,2,5,0.13,1,0,130
Queens,Long Island City,40.753820000000005,-73.91968,Private room,3,90,2.6,1,24,70
Brooklyn,Williamsburg,40.71797,-73.95441,Entire home/apt,3,0,0.0,1,5,200
Manhattan,Midtown,40.748290000000004,-73.98326,Entire home/apt,5,3,1.73,1,346,799
Manhattan,Hell's Kitchen,40.75949,-73.99566999999999,Private room,2,0,0.0,3,362,181
Brooklyn,Prospect Heights,40.676790000000004,-73.96661,Entire home/apt,3,36,1.06,1,89,120
Manhattan,East Village,40.72697,-73.98071999999999,Entire home/apt,4,19,0.48,1,343,160
Brooklyn,Bedford-Stuyvesant,40.68311,-73.93124,Entire home/apt,2,60,3.88,1,297,175
Manhattan,East Village,40.726259999999996,-73.98824,Private room,1,7,0.73,7,1,140
Manhattan,Upper West Side,40.7777,-73.98796,Entire home/apt,1,1,0.02,1,0,150
Brooklyn,Crown Heights,40.667790000000004,-73.92875,Entire home/apt,44,0,0.0,2,53,100
Queens,Long Island City,40.74649,-73.9525,Private room,15,3,1.32,1,135,70
Brooklyn,Bedford-Stuyvesant,40.68677,-73.95522,Entire home/apt,1,9,1.36,1,192,125
Queens,Sunnyside,40.73688,-73.91945,Private room,3,2,0.15,1,0,31
Brooklyn,Fort Greene,40.69235,-73.97369,Private room,2,2,2.0,2,164,95
Brooklyn,Williamsburg,40.705420000000004,-73.9411,Private room,3,1,0.06,1,0,60
Manhattan,East Village,40.721790000000006,-73.97951,Entire home/apt,2,0,0.0,1,0,500
Queens,Woodside,40.74389,-73.89325,Entire home/apt,1,0,0.0,1,0,120
Queens,Astoria,40.75736,-73.92815,Private room,1,11,4.58,5,300,65
Manhattan,SoHo,40.72587,-74.00186,Entire home/apt,4,68,0.95,1,21,200
Manhattan,East Village,40.72919,-73.98104000000001,Entire home/apt,30,0,0.0,1,0,99
Manhattan,Lower East Side,40.71992,-73.99251,Entire home/apt,5,6,0.24,1,45,300
Manhattan,Washington Heights,40.85833,-73.93401999999999,Entire home/apt,30,0,0.0,1,83,70
Manhattan,East Village,40.73256,-73.98558,Entire home/apt,30,11,0.19,39,319,170
Manhattan,West Village,40.73021,-74.00663,Entire home/apt,2,0,0.0,1,0,119
Manhattan,East Village,40.7243,-73.97684,Private room,3,40,0.94,1,0,90
Manhattan,West Village,40.73485,-74.00636999999999,Entire home/apt,5,4,0.05,1,87,165
Brooklyn,Williamsburg,40.713879999999996,-73.95744,Private room,2,1,0.2,1,0,75
Manhattan,Tribeca,40.713,-74.00990999999999,Entire home/apt,30,0,0.0,232,193,269
Manhattan,West Village,40.73404,-74.00955,Entire home/apt,1,0,0.0,1,0,200
Brooklyn,Carroll Gardens,40.67823,-73.99515,Entire home/apt,4,33,0.65,1,158,395
Brooklyn,Bensonhurst,40.60859,-73.99331,Entire home/apt,30,19,1.17,2,179,200
Brooklyn,Vinegar Hill,40.70279,-73.98284,Entire home/apt,4,8,0.09,1,0,190
Bronx,Claremont Village,40.83502,-73.91058000000001,Private room,2,0,0.0,1,364,125
Manhattan,Chelsea,40.74674,-74.00316,Entire home/apt,1,4,2.35,1,365,333
Manhattan,Greenwich Village,40.72815,-74.00111,Entire home/apt,30,7,0.28,91,142,165
Brooklyn,Bedford-Stuyvesant,40.682970000000005,-73.93804,Entire home/apt,2,3,0.06,1,0,250
Brooklyn,Flatbush,40.64523,-73.96213,Entire home/apt,5,13,0.35,1,0,65
Brooklyn,Bay Ridge,40.633340000000004,-74.01784,Private room,1,40,3.79,2,169,65
Queens,Springfield Gardens,40.6611,-73.7683,Private room,1,403,19.75,3,26,80
Brooklyn,Clinton Hill,40.68902,-73.96784,Entire home/apt,7,2,0.07,1,0,135
Manhattan,East Harlem,40.797470000000004,-73.94106,Entire home/apt,1,1,0.03,1,0,91
Bronx,Wakefield,40.89682,-73.84318,Private room,1,0,0.0,1,163,41
Brooklyn,Park Slope,40.66713,-73.98196,Private room,15,0,0.0,1,53,60
Brooklyn,Bedford-Stuyvesant,40.68105,-73.95783,Private room,7,16,0.5,1,221,40
Manhattan,Lower East Side,40.71992,-73.98773,Entire home/apt,4,68,0.77,1,271,195
Brooklyn,Fort Greene,40.68914,-73.97406,Entire home/apt,1,0,0.0,2,0,200
Manhattan,Washington Heights,40.85083,-73.93623000000001,Private room,1,4,0.31,1,0,51
Manhattan,Harlem,40.80307,-73.95048,Private room,55,6,0.08,2,83,300
Brooklyn,Williamsburg,40.707390000000004,-73.94726,Private room,6,3,0.14,2,254,60
Manhattan,SoHo,40.721090000000004,-73.99972,Private room,1,0,0.0,4,350,100
Manhattan,Hell's Kitchen,40.7617,-73.99815,Private room,3,0,0.0,1,365,180
Manhattan,Midtown,40.75512,-73.97155,Private room,2,60,4.0,1,148,350
Bronx,Parkchester,40.83703,-73.85648,Private room,2,63,1.8,2,150,75
Brooklyn,Bushwick,40.70288,-73.92796,Private room,1,1,0.04,2,0,54
Manhattan,East Harlem,40.79492,-73.94086999999999,Private room,4,79,2.06,2,8,84
Manhattan,Midtown,40.7446,-73.98399,Entire home/apt,1,2,0.16,1,0,175
Queens,Rosedale,40.65251,-73.7365,Private room,7,21,0.94,5,297,42
Manhattan,Upper West Side,40.78687,-73.97189,Entire home/apt,2,17,2.64,1,27,175
Manhattan,East Harlem,40.79717,-73.93298,Entire home/apt,2,7,0.15,1,0,125
Brooklyn,Prospect-Lefferts Gardens,40.659729999999996,-73.94826,Private room,1,5,0.22,1,89,100
Brooklyn,Williamsburg,40.71203,-73.95993,Private room,2,91,1.18,1,258,115
Queens,Ditmars Steinway,40.77086,-73.89578,Entire home/apt,3,2,1.33,2,363,140
Queens,Jamaica Estates,40.71927,-73.7868,Entire home/apt,1,0,0.0,2,329,275
Manhattan,East Village,40.72905,-73.97797,Entire home/apt,1,0,0.0,12,0,1145
Manhattan,Upper West Side,40.77348,-73.97994,Entire home/apt,30,0,0.0,1,352,370
Brooklyn,Bedford-Stuyvesant,40.693000000000005,-73.934,Entire home/apt,3,12,2.13,1,0,120
Brooklyn,Crown Heights,40.67047,-73.95371999999999,Private room,1,2,0.04,2,365,100
Manhattan,Upper West Side,40.78054,-73.97779,Entire home/apt,2,7,0.18,1,0,85
Manhattan,Financial District,40.706509999999994,-74.01252,Entire home/apt,2,9,2.16,327,336,203
Manhattan,Lower East Side,40.71938,-73.98906,Entire home/apt,3,0,0.0,1,0,275
Brooklyn,Bushwick,40.70104,-73.92278,Private room,4,4,0.13,1,0,39
Queens,Flushing,40.729459999999996,-73.8075,Private room,2,16,0.46,1,0,55
Queens,Bay Terrace,40.77995,-73.78506,Entire home/apt,3,146,2.46,1,143,184
Queens,Whitestone,40.78236,-73.82092,Entire home/apt,1,9,1.64,1,204,140
Brooklyn,Crown Heights,40.666309999999996,-73.94764,Private room,30,3,0.15,8,189,95
Brooklyn,Flatbush,40.643879999999996,-73.95279000000001,Private room,3,66,0.93,3,283,38
Brooklyn,Fort Greene,40.688590000000005,-73.9767,Entire home/apt,2,99,1.77,1,246,150
Manhattan,SoHo,40.72293,-73.99951999999999,Private room,1,24,0.71,4,89,120
Manhattan,Kips Bay,40.7443,-73.97925,Entire home/apt,5,69,2.44,1,163,250
Queens,Long Island City,40.74922,-73.94048000000001,Entire home/apt,3,0,0.0,7,19,150
Manhattan,Theater District,40.76175,-73.9857,Private room,1,0,0.0,15,359,300
Brooklyn,Carroll Gardens,40.6766,-73.99855,Private room,3,1,0.48,1,178,225
Brooklyn,Crown Heights,40.665209999999995,-73.93153000000001,Entire home/apt,3,0,0.0,4,105,575
Brooklyn,Bedford-Stuyvesant,40.688790000000004,-73.9534,Private room,2,2,0.3,1,89,120
Manhattan,Murray Hill,40.74947,-73.9761,Entire home/apt,30,3,0.21,50,342,175
Brooklyn,Bedford-Stuyvesant,40.68118,-73.91107,Entire home/apt,2,152,4.68,1,14,119
Manhattan,East Village,40.727470000000004,-73.98409000000001,Private room,3,0,0.0,2,0,175
Brooklyn,Bushwick,40.70816,-73.9222,Entire home/apt,5,0,0.0,1,152,128
Manhattan,West Village,40.73433,-74.00588,Entire home/apt,2,168,4.39,1,222,250
Manhattan,Upper West Side,40.79866,-73.9681,Entire home/apt,4,11,0.23,3,0,460
Queens,Astoria,40.77002,-73.92331999999999,Private room,1,27,2.02,9,363,50
Queens,Middle Village,40.72399,-73.87088,Private room,2,49,0.96,1,365,100
Brooklyn,Bushwick,40.69812,-73.92134,Private room,2,6,1.18,1,356,130
Brooklyn,Bushwick,40.70478,-73.92766999999999,Private room,21,0,0.0,1,0,60
Queens,Sunnyside,40.73692,-73.91967,Private room,1,18,1.38,8,297,89
Queens,Kew Gardens Hills,40.72437,-73.81523,Entire home/apt,1,51,3.94,1,136,95
Manhattan,Two Bridges,40.71222,-73.99566,Private room,2,25,1.04,1,271,75
Brooklyn,Crown Heights,40.66568,-73.94176,Entire home/apt,3,0,0.0,1,365,250
Manhattan,Harlem,40.807959999999994,-73.95623,Entire home/apt,5,67,2.17,2,239,146
Manhattan,East Village,40.72659,-73.97848,Private room,1,3,0.08,1,0,70
Brooklyn,Prospect Heights,40.676159999999996,-73.97009,Entire home/apt,4,3,1.11,2,82,350
Brooklyn,Prospect Heights,40.67771,-73.96979,Private room,1,25,0.63,13,0,250
Brooklyn,Bedford-Stuyvesant,40.68242,-73.95348,Shared room,3,0,0.0,1,38,90
Brooklyn,Bushwick,40.70055,-73.93024,Private room,2,32,2.97,1,158,56
Manhattan,Hell's Kitchen,40.76245,-73.99831,Entire home/apt,30,0,0.0,1,28,198
Manhattan,Upper West Side,40.77127,-73.98191,Entire home/apt,2,8,0.43,1,0,270
Manhattan,Greenwich Village,40.72847,-74.00068,Entire home/apt,14,8,0.42,1,38,149
Manhattan,Hell's Kitchen,40.76103,-73.99745,Entire home/apt,30,0,0.0,121,365,239
Brooklyn,Crown Heights,40.6729,-73.96003,Entire home/apt,2,4,0.08,1,0,100
Queens,Astoria,40.76743,-73.92336,Entire home/apt,98,0,0.0,1,0,71
Manhattan,Upper West Side,40.80258,-73.9676,Private room,2,8,0.26,1,0,75
Manhattan,Upper East Side,40.76579,-73.96168,Private room,2,24,0.54,1,0,65
Queens,Astoria,40.76755,-73.9232,Entire home/apt,30,0,0.0,1,0,110
Manhattan,Upper West Side,40.77937,-73.97805,Entire home/apt,1,1,0.02,1,0,120
Manhattan,Kips Bay,40.73867,-73.98039,Entire home/apt,4,0,0.0,1,8,55
Manhattan,Nolita,40.72208,-73.99365,Private room,2,6,0.25,1,0,100
Manhattan,Flatiron District,40.73927,-73.98774,Entire home/apt,1,0,0.0,1,365,950
Brooklyn,Bedford-Stuyvesant,40.6866,-73.9532,Private room,3,7,0.72,1,0,75
Queens,Forest Hills,40.72143,-73.85521999999999,Entire home/apt,1,143,3.96,1,282,99
Brooklyn,Bushwick,40.69016,-73.91075,Private room,30,0,0.0,1,0,50
Brooklyn,Crown Heights,40.677690000000005,-73.95309,Entire home/apt,3,5,0.17,1,8,100
Brooklyn,Bedford-Stuyvesant,40.690259999999995,-73.93235,Private room,2,0,0.0,1,58,119
Brooklyn,Bedford-Stuyvesant,40.68714,-73.93443,Entire home/apt,4,44,1.71,1,98,155
Brooklyn,Crown Heights,40.66515,-73.95186,Private room,1,28,1.92,1,88,100
Manhattan,Kips Bay,40.745329999999996,-73.97955999999999,Private room,4,11,0.19,2,0,95
Queens,Sunnyside,40.74238,-73.91783000000001,Private room,3,21,0.78,1,177,69
Manhattan,Hell's Kitchen,40.76506,-73.98507,Entire home/apt,30,0,0.0,2,336,285
Brooklyn,Greenpoint,40.72724,-73.95401,Entire home/apt,3,11,0.95,1,0,195
Manhattan,East Village,40.7281,-73.99067,Entire home/apt,2,3,0.08,1,0,250
Brooklyn,Bedford-Stuyvesant,40.68507,-73.93565,Private room,1,1,0.05,2,0,60
Manhattan,Lower East Side,40.72183,-73.98803000000001,Entire home/apt,1,4,2.55,1,0,125
Manhattan,Harlem,40.80581,-73.95374,Entire home/apt,24,2,0.04,1,60,105
Brooklyn,Prospect Heights,40.68077,-73.97489,Entire home/apt,1,0,0.0,2,175,250
Manhattan,Harlem,40.83039,-73.94532,Private room,30,6,0.16,3,365,65
Manhattan,Two Bridges,40.712709999999994,-73.99776,Private room,3,223,2.22,2,60,95
Manhattan,East Village,40.726659999999995,-73.97969,Entire home/apt,2,15,0.49,1,11,131
Manhattan,Hell's Kitchen,40.755109999999995,-73.99247,Private room,2,188,4.01,1,203,175
Queens,Sunnyside,40.740590000000005,-73.91985,Private room,3,23,0.4,1,88,79
Brooklyn,Prospect Heights,40.67922,-73.96907,Entire home/apt,7,6,0.08,1,0,90
Brooklyn,Crown Heights,40.672309999999996,-73.94426,Entire home/apt,5,6,0.14,1,0,65
Brooklyn,Williamsburg,40.7083,-73.94933,Entire home/apt,1,37,1.28,1,44,100
Manhattan,Chelsea,40.740109999999994,-73.99829,Entire home/apt,2,45,1.9,1,90,250
Manhattan,SoHo,40.727779999999996,-74.0086,Entire home/apt,2,18,0.26,1,247,162
Brooklyn,Flatbush,40.64387,-73.96855,Private room,2,158,1.77,1,168,75
Manhattan,Hell's Kitchen,40.76777,-73.98931999999999,Entire home/apt,1,0,0.0,1,365,550
Manhattan,Upper West Side,40.7966,-73.97428000000001,Private room,3,1,0.35,2,0,125
Brooklyn,Gravesend,40.6075,-73.96763,Private room,1,135,2.79,1,22,55
Manhattan,Hell's Kitchen,40.75994,-73.98812,Entire home/apt,2,103,2.29,1,34,259
Manhattan,Lower East Side,40.71952,-73.98535,Entire home/apt,2,17,0.35,1,0,198
Queens,Flushing,40.75974,-73.83399,Private room,5,0,0.0,2,89,80
